City,Description,Temperature (F),Feels Like (F),Minimun Temp (F),Maximum Temp (F),Pressure,Humidty,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Portland,broken clouds,45.89600000000005,42.92600000000009,42.242,48.236000000000075,1019,82,2.57,2024-05-06 22:38:18,2024-05-06 05:50:37,2024-05-06 20:23:54
